Time, Event, Position, Broken Parts, Spare Parts
31698623, Break, 0, 1, 1
31698643, Repair, -, 0, 2
31699198, Break, 1, 1, 1
31699215, Repair, -, 0, 2
31699694, Break, 0, 1, 1
31699706, Repair, -, 0, 2
31701449, Break, 2, 1, 1
31701468, Repair, -, 0, 2
31702757, Break, 2, 1, 1
31702777, Repair, -, 0, 2
31705970, Break, 0, 1, 1
31705988, Repair, -, 0, 2
31706163, Break, 0, 1, 1
31706177, Repair, -, 0, 2
31706890, Break, 0, 1, 1
31706908, Repair, -, 0, 2
31709550, Break, 1, 1, 1
31709565, Repair, -, 0, 2
31711239, Break, 2, 1, 1
31711252, Repair, -, 0, 2
31711818, Break, 1, 1, 1
31711833, Repair, -, 0, 2
31713402, Break, 1, 1, 1
31713415, Repair, -, 0, 2
31713878, Break, 1, 1, 1
31713889, Repair, -, 0, 2
31714902, Break, 1, 1, 1
31714916, Repair, -, 0, 2
31716710, Break, 0, 1, 1
31716727, Repair, -, 0, 2
31717364, Break, 1, 1, 1
31717375, Repair, -, 0, 2
31718339, Break, 1, 1, 1
31718355, Repair, -, 0, 2
31719877, Break, 1, 1, 1
31719891, Repair, -, 0, 2
31720396, Break, 2, 1, 1
31720411, Repair, -, 0, 2
31728452, Break, 0, 1, 1
31728466, Repair, -, 0, 2
31729616, Break, 1, 1, 1
31729630, Repair, -, 0, 2
31730585, Break, 2, 1, 1
31730603, Repair, -, 0, 2
31731164, Break, 2, 1, 1
31731178, Repair, -, 0, 2
31731691, Break, 0, 1, 1
31731702, Repair, -, 0, 2
31733631, Break, 0, 1, 1
31733647, Repair, -, 0, 2
31736720, Break, 2, 1, 1
31736734, Repair, -, 0, 2
31736978, Break, 0, 1, 1
31736990, Repair, -, 0, 2
31737250, Break, 2, 1, 1
31737263, Repair, -, 0, 2
31737490, Break, 1, 1, 1
31737507, Repair, -, 0, 2
31737840, Break, 0, 1, 1
31737854, Repair, -, 0, 2
31738317, Break, 1, 1, 1
31738329, Repair, -, 0, 2
31740091, Break, 2, 1, 1
31740107, Repair, -, 0, 2
31741194, Break, 2, 1, 1
31741206, Repair, -, 0, 2
31742458, Break, 2, 1, 1
31742478, Repair, -, 0, 2
31744404, Break, 0, 1, 1
31744422, Repair, -, 0, 2
31744521, Break, 0, 1, 1
31744541, Repair, -, 0, 2
31745304, Break, 2, 1, 1
31745315, Repair, -, 0, 2
31745378, Break, 2, 1, 1
31745389, Repair, -, 0, 2
31746580, Break, 2, 1, 1
31746597, Repair, -, 0, 2
31749353, Break, 2, 1, 1
31749365, Repair, -, 0, 2
31749494, Break, 2, 1, 1
31749507, Repair, -, 0, 2
31749902, Break, 1, 1, 1
31749921, Repair, -, 0, 2
31751370, Break, 0, 1, 1
31751381, Repair, -, 0, 2
31753389, Break, 1, 1, 1
31753405, Repair, -, 0, 2
31753547, Break, 2, 1, 1
31753560, Repair, -, 0, 2
31753795, Break, 0, 1, 1
31753807, Repair, -, 0, 2
31754055, Break, 0, 1, 1
31754070, Repair, -, 0, 2
31754852, Break, 1, 1, 1
31754869, Repair, -, 0, 2
31755298, Break, 0, 1, 1
31755312, Repair, -, 0, 2
31759056, Break, 2, 1, 1
31759073, Repair, -, 0, 2
31759678, Break, 1, 1, 1
31759690, Repair, -, 0, 2
31761993, Break, 2, 1, 1
31762005, Repair, -, 0, 2
31763849, Break, 1, 1, 1
31763863, Repair, -, 0, 2
31764705, Break, 2, 1, 1
31764716, Repair, -, 0, 2
31764794, Break, 2, 1, 1
31764813, Repair, -, 0, 2
31765811, Break, 0, 1, 1
31765831, Repair, -, 0, 2
31767919, Break, 2, 1, 1
31767934, Repair, -, 0, 2
31769047, Break, 0, 1, 1
31769064, Repair, -, 0, 2
31770127, Break, 1, 1, 1
31770143, Repair, -, 0, 2
31770564, Break, 0, 1, 1
31770577, Repair, -, 0, 2
31771271, Break, 1, 1, 1
31771286, Repair, -, 0, 2
31771818, Break, 0, 1, 1
31771829, Repair, -, 0, 2
31772728, Break, 0, 1, 1
31772739, Repair, -, 0, 2
31773000, Break, 2, 1, 1
31773013, Repair, -, 0, 2
31774878, Break, 1, 1, 1
31774896, Repair, -, 0, 2
31775840, Break, 0, 1, 1
31775853, Repair, -, 0, 2
31777423, Break, 0, 1, 1
31777437, Repair, -, 0, 2
31777611, Break, 2, 1, 1
31777631, Repair, -, 0, 2
31781927, Break, 1, 1, 1
31781939, Repair, -, 0, 2
31785697, Break, 0, 1, 1
31785709, Repair, -, 0, 2
31787154, Break, 0, 1, 1
31787167, Repair, -, 0, 2
31791260, Break, 0, 1, 1
31791277, Repair, -, 0, 2
31793011, Break, 2, 1, 1
31793023, Repair, -, 0, 2
31795462, Break, 1, 1, 1
31795474, Repair, -, 0, 2
31795698, Break, 0, 1, 1
31795717, Repair, -, 0, 2
31796685, Break, 1, 1, 1
31796702, Repair, -, 0, 2
31797991, Break, 1, 1, 1
31798002, Repair, -, 0, 2
31798259, Break, 0, 1, 1
31798275, Repair, -, 0, 2
31799209, Break, 0, 1, 1
31799221, Repair, -, 0, 2
31800001, Break, 0, 1, 1
31800017, Repair, -, 0, 2
31800229, Break, 2, 1, 1
31800242, Repair, -, 0, 2
31800653, Break, 0, 1, 1
31800670, Repair, -, 0, 2
31800865, Break, 1, 1, 1
31800883, Repair, -, 0, 2
31801762, Break, 1, 1, 1
31801782, Repair, -, 0, 2
31802817, Break, 2, 1, 1
31802829, Repair, -, 0, 2
31804072, Break, 1, 1, 1
31804083, Repair, -, 0, 2
31804378, Break, 0, 1, 1
31804390, Repair, -, 0, 2
31807399, Break, 1, 1, 1
31807416, Repair, -, 0, 2
31807562, Break, 1, 1, 1
31807576, Repair, -, 0, 2
31807712, Break, 2, 1, 1
31807726, Repair, -, 0, 2
31810434, Break, 0, 1, 1
31810448, Repair, -, 0, 2
31810548, Break, 1, 1, 1
31810564, Repair, -, 0, 2
31811312, Break, 2, 1, 1
31811330, Repair, -, 0, 2
31814201, Break, 1, 1, 1
31814217, Repair, -, 0, 2
31814380, Break, 0, 1, 1
31814397, Repair, -, 0, 2
31816427, Break, 2, 1, 1
31816444, Repair, -, 0, 2
31816802, Break, 0, 1, 1
31816816, Repair, -, 0, 2
31817802, Break, 1, 1, 1
31817817, Repair, -, 0, 2
31822546, Break, 0, 1, 1
31822564, Repair, -, 0, 2
31823887, Break, 2, 1, 1
31823902, Repair, -, 0, 2
31824443, Break, 1, 1, 1
31824457, Repair, -, 0, 2
31824798, Break, 1, 1, 1
31824813, Repair, -, 0, 2
31827141, Break, 2, 1, 1
31827155, Repair, -, 0, 2
31827928, Break, 1, 1, 1
31827940, Repair, -, 0, 2
31829639, Break, 0, 1, 1
31829652, Repair, -, 0, 2
31829777, Break, 2, 1, 1
31829796, Repair, -, 0, 2
31831726, Break, 2, 1, 1
31831745, Repair, -, 0, 2
31837536, Break, 2, 1, 1
31837550, Repair, -, 0, 2
31838242, Break, 1, 1, 1
31838260, Repair, -, 0, 2
31840150, Break, 1, 1, 1
31840165, Repair, -, 0, 2
31843963, Break, 0, 1, 1
31843975, Repair, -, 0, 2
31844802, Break, 2, 1, 1
31844820, Repair, -, 0, 2
31847759, Break, 0, 1, 1
31847778, Repair, -, 0, 2
31849001, Break, 2, 1, 1
31849020, Repair, -, 0, 2
31849565, Break, 0, 1, 1
31849577, Repair, -, 0, 2
31849820, Break, 1, 1, 1
31849833, Repair, -, 0, 2
31851176, Break, 2, 1, 1
31851194, Repair, -, 0, 2
31851739, Break, 2, 1, 1
31851755, Repair, -, 0, 2
31853422, Break, 2, 1, 1
31853438, Repair, -, 0, 2
31854487, Break, 1, 1, 1
31854499, Repair, -, 0, 2
31855483, Break, 1, 1, 1
31855502, Repair, -, 0, 2
31856044, Break, 0, 1, 1
31856057, Repair, -, 0, 2
31857462, Break, 0, 1, 1
31857480, Repair, -, 0, 2
31860751, Break, 1, 1, 1
31860770, Repair, -, 0, 2
31863688, Break, 1, 1, 1
31863707, Repair, -, 0, 2
31863887, Break, 2, 1, 1
31863905, Repair, -, 0, 2
31865978, Break, 0, 1, 1
31865997, Repair, -, 0, 2
31867753, Break, 0, 1, 1
31867768, Repair, -, 0, 2
31870927, Break, 0, 1, 1
31870944, Repair, -, 0, 2
31872272, Break, 2, 1, 1
31872285, Repair, -, 0, 2
31873381, Break, 0, 1, 1
31873401, Repair, -, 0, 2
31873630, Break, 2, 1, 1
31873644, Repair, -, 0, 2
31875806, Break, 2, 1, 1
31875823, Repair, -, 0, 2
31876337, Break, 0, 1, 1
31876351, Repair, -, 0, 2
31878556, Break, 1, 1, 1
31878574, Repair, -, 0, 2
31879389, Break, 2, 1, 1
31879408, Repair, -, 0, 2
31879914, Break, 2, 1, 1
31879933, Repair, -, 0, 2
31880019, Break, 0, 1, 1
31880036, Repair, -, 0, 2
31883299, Break, 1, 1, 1
31883310, Repair, -, 0, 2
31883739, Break, 0, 1, 1
31883757, Repair, -, 0, 2
31885427, Break, 1, 1, 1
31885440, Repair, -, 0, 2
31885719, Break, 1, 1, 1
31885730, Repair, -, 0, 2
31888864, Break, 1, 1, 1
31888881, Repair, -, 0, 2
31893889, Break, 0, 1, 1
31893900, Repair, -, 0, 2
31893991, Break, 2, 1, 1
31894003, Repair, -, 0, 2
31895170, Break, 1, 1, 1
31895185, Repair, -, 0, 2
31896730, Break, 1, 1, 1
31896745, Repair, -, 0, 2
31897821, Break, 1, 1, 1
31897833, Repair, -, 0, 2
31898808, Break, 0, 1, 1
31898822, Repair, -, 0, 2
31899273, Break, 2, 1, 1
31899291, Repair, -, 0, 2
31899451, Break, 0, 1, 1
31899469, Repair, -, 0, 2
31902780, Break, 2, 1, 1
31902800, Repair, -, 0, 2
31903675, Break, 2, 1, 1
31903695, Repair, -, 0, 2
31906413, Break, 2, 1, 1
31906428, Repair, -, 0, 2
31908951, Break, 0, 1, 1
31908967, Repair, -, 0, 2
31916208, Break, 1, 1, 1
31916228, Repair, -, 0, 2
31917829, Break, 2, 1, 1
31917841, Repair, -, 0, 2
31917959, Break, 0, 1, 1
31917970, Repair, -, 0, 2
31918944, Break, 1, 1, 1
31918960, Repair, -, 0, 2
31921459, Break, 2, 1, 1
31921478, Repair, -, 0, 2
31922572, Break, 2, 1, 1
31922584, Repair, -, 0, 2
31923513, Break, 0, 1, 1
31923527, Repair, -, 0, 2
31927359, Break, 0, 1, 1
31927379, Repair, -, 0, 2
31927896, Break, 1, 1, 1
31927910, Repair, -, 0, 2
31928601, Break, 1, 1, 1
31928617, Repair, -, 0, 2
31929117, Break, 1, 1, 1
31929136, Repair, -, 0, 2
31931195, Break, 2, 1, 1
31931215, Repair, -, 0, 2
31932115, Break, 2, 1, 1
31932127, Repair, -, 0, 2
31932226, Break, 1, 1, 1
31932238, Repair, -, 0, 2
31933340, Break, 0, 1, 1
31933351, Repair, -, 0, 2
31935140, Break, 1, 1, 1
31935157, Repair, -, 0, 2
31937462, Break, 0, 1, 1
31937478, Repair, -, 0, 2
31944674, Break, 0, 1, 1
31944688, Repair, -, 0, 2
31948951, Break, 2, 1, 1
31948970, Repair, -, 0, 2
31950709, Break, 2, 1, 1
31950724, Repair, -, 0, 2
31951776, Break, 2, 1, 1
31951796, Repair, -, 0, 2
31952600, Break, 2, 1, 1
31952611, Repair, -, 0, 2
31953293, Break, 2, 1, 1
31953311, Repair, -, 0, 2
31954927, Break, 1, 1, 1
31954939, Repair, -, 0, 2
31955010, Break, 0, 1, 1
31955021, Repair, -, 0, 2
31955624, Break, 1, 1, 1
31955640, Repair, -, 0, 2
31961267, Break, 1, 1, 1
31961284, Repair, -, 0, 2
31961329, Break, 0, 1, 1
31961344, Repair, -, 0, 2
31969269, Break, 1, 1, 1
31969284, Repair, -, 0, 2
31969795, Break, 1, 1, 1
31969812, Repair, -, 0, 2
31971242, Break, 0, 1, 1
31971257, Repair, -, 0, 2
31971619, Break, 1, 1, 1
31971630, Repair, -, 0, 2
31975365, Break, 2, 1, 1
31975382, Repair, -, 0, 2
31977800, Break, 1, 1, 1
31977812, Repair, -, 0, 2
31978217, Break, 1, 1, 1
31978234, Repair, -, 0, 2
31979474, Break, 2, 1, 1
31979488, Repair, -, 0, 2
31981580, Break, 1, 1, 1
31981593, Repair, -, 0, 2
31982071, Break, 0, 1, 1
31982089, Repair, -, 0, 2
31985910, Break, 1, 1, 1
31985922, Repair, -, 0, 2
31986526, Break, 0, 1, 1
31986539, Repair, -, 0, 2
31986841, Break, 0, 1, 1
31986853, Repair, -, 0, 2
31987263, Break, 2, 1, 1
31987280, Repair, -, 0, 2
31989879, Break, 0, 1, 1
31989891, Repair, -, 0, 2
31989949, Break, 1, 1, 1
31989962, Repair, -, 0, 2
31990076, Break, 2, 1, 1
31990090, Repair, -, 0, 2
31990754, Break, 0, 1, 1
31990774, Repair, -, 0, 2
31991352, Break, 2, 1, 1
31991368, Repair, -, 0, 2
31991713, Break, 0, 1, 1
31991728, Repair, -, 0, 2
31992003, Break, 0, 1, 1
31992021, Repair, -, 0, 2
31992226, Break, 2, 1, 1
31992239, Repair, -, 0, 2
31993278, Break, 0, 1, 1
31993293, Repair, -, 0, 2
31995202, Break, 2, 1, 1
31995214, Repair, -, 0, 2
31995991, Break, 0, 1, 1
31996005, Repair, -, 0, 2
31996122, Break, 0, 1, 1
31996134, Repair, -, 0, 2
31997619, Break, 0, 1, 1
31997633, Repair, -, 0, 2
31998203, Break, 1, 1, 1
31998221, Repair, -, 0, 2
31998894, Break, 1, 1, 1
31998905, Repair, -, 0, 2
32001003, Break, 2, 1, 1
32001018, Repair, -, 0, 2
32001218, Break, 0, 1, 1
32001233, Repair, -, 0, 2
32002131, Break, 1, 1, 1
32002150, Repair, -, 0, 2
32003183, Break, 2, 1, 1
32003200, Repair, -, 0, 2
32003578, Break, 1, 1, 1
32003598, Repair, -, 0, 2
32005321, Break, 0, 1, 1
32005333, Repair, -, 0, 2
32005952, Break, 0, 1, 1
32005959, Break, 2, 2, 0
32005971, Repair, -, 1, 1
32005985, Repair, -, 0, 2
32006059, Break, 2, 1, 1
32006077, Repair, -, 0, 2
32007278, Break, 0, 1, 1
32007289, Repair, -, 0, 2
32007509, Break, 0, 1, 1
32007522, Repair, -, 0, 2
32010005, Break, 0, 1, 1
32010017, Repair, -, 0, 2
32011535, Break, 1, 1, 1
32011554, Repair, -, 0, 2
32012425, Break, 1, 1, 1
32012439, Repair, -, 0, 2
32014697, Break, 1, 1, 1
32014716, Repair, -, 0, 2
32017016, Break, 1, 1, 1
32017036, Repair, -, 0, 2
32022397, Break, 0, 1, 1
32022417, Repair, -, 0, 2
32025290, Break, 1, 1, 1
32025306, Repair, -, 0, 2
32025491, Break, 0, 1, 1
32025511, Repair, -, 0, 2
32028345, Break, 0, 1, 1
32028361, Repair, -, 0, 2
32029381, Break, 2, 1, 1
32029396, Repair, -, 0, 2
32029490, Break, 0, 1, 1
32029502, Repair, -, 0, 2
32032687, Break, 2, 1, 1
32032699, Repair, -, 0, 2
32033536, Break, 1, 1, 1
32033547, Repair, -, 0, 2
32033829, Break, 0, 1, 1
32033840, Repair, -, 0, 2
32034237, Break, 2, 1, 1
32034253, Repair, -, 0, 2
32035112, Break, 1, 1, 1
32035127, Repair, -, 0, 2
32036148, Break, 2, 1, 1
32036160, Repair, -, 0, 2
32036687, Break, 2, 1, 1
32036700, Repair, -, 0, 2
32038901, Break, 0, 1, 1
32038913, Repair, -, 0, 2
32039506, Break, 1, 1, 1
32039526, Repair, -, 0, 2
32041059, Break, 0, 1, 1
32041078, Repair, -, 0, 2
32042097, Break, 0, 1, 1
32042114, Repair, -, 0, 2
32042653, Break, 0, 1, 1
32042673, Repair, -, 0, 2
32042960, Break, 2, 1, 1
32042971, Repair, -, 0, 2
32043452, Break, 0, 1, 1
32043468, Repair, -, 0, 2
32048681, Break, 1, 1, 1
32048691, Break, 2, 2, 0
32048694, Repair, -, 1, 1
32048710, Repair, -, 0, 2
32050551, Break, 0, 1, 1
32050565, Repair, -, 0, 2
32053509, Break, 0, 1, 1
32053520, Repair, -, 0, 2
32054126, Break, 0, 1, 1
32054145, Repair, -, 0, 2
32055590, Break, 1, 1, 1
32055606, Repair, -, 0, 2
32058882, Break, 1, 1, 1
32058902, Repair, -, 0, 2
32062446, Break, 0, 1, 1
32062466, Repair, -, 0, 2
32066508, Break, 1, 1, 1
32066521, Repair, -, 0, 2
32068660, Break, 1, 1, 1
32068674, Repair, -, 0, 2
32069249, Break, 1, 1, 1
32069265, Repair, -, 0, 2
32069764, Break, 1, 1, 1
32069776, Repair, -, 0, 2
32070934, Break, 2, 1, 1
32070952, Repair, -, 0, 2
32072854, Break, 0, 1, 1
32072865, Repair, -, 0, 2
32075552, Break, 0, 1, 1
32075572, Repair, -, 0, 2
32076264, Break, 0, 1, 1
32076281, Repair, -, 0, 2
32080046, Break, 0, 1, 1
32080065, Repair, -, 0, 2
32081980, Break, 0, 1, 1
32081993, Repair, -, 0, 2
32082031, Break, 2, 1, 1
32082044, Repair, -, 0, 2
32083373, Break, 1, 1, 1
32083393, Repair, -, 0, 2
32086484, Break, 0, 1, 1
32086499, Repair, -, 0, 2
32086625, Break, 1, 1, 1
32086644, Repair, -, 0, 2
32087798, Break, 1, 1, 1
32087818, Repair, -, 0, 2
32089643, Break, 1, 1, 1
32089655, Repair, -, 0, 2
32089728, Break, 2, 1, 1
32089747, Repair, -, 0, 2
32090374, Break, 1, 1, 1
32090388, Repair, -, 0, 2
32093648, Break, 2, 1, 1
32093659, Repair, -, 0, 2
32096905, Break, 1, 1, 1
32096920, Repair, -, 0, 2
32097102, Break, 0, 1, 1
32097115, Repair, -, 0, 2
32098701, Break, 1, 1, 1
32098713, Repair, -, 0, 2
32100105, Break, 2, 1, 1
32100118, Repair, -, 0, 2
32100171, Break, 1, 1, 1
32100182, Repair, -, 0, 2
32103374, Break, 1, 1, 1
32103387, Repair, -, 0, 2
32104073, Break, 2, 1, 1
32104088, Repair, -, 0, 2
32104365, Break, 2, 1, 1
32104376, Repair, -, 0, 2
32104590, Break, 1, 1, 1
32104606, Repair, -, 0, 2
32106104, Break, 2, 1, 1
32106117, Repair, -, 0, 2
32107733, Break, 1, 1, 1
32107752, Repair, -, 0, 2
32108125, Break, 0, 1, 1
32108136, Repair, -, 0, 2
32108678, Break, 1, 1, 1
32108689, Repair, -, 0, 2
32110726, Break, 1, 1, 1
32110745, Repair, -, 0, 2
32111290, Break, 0, 1, 1
32111306, Repair, -, 0, 2
32111840, Break, 2, 1, 1
32111853, Repair, -, 0, 2
32112614, Break, 2, 1, 1
32112625, Repair, -, 0, 2
32113072, Break, 0, 1, 1
32113091, Repair, -, 0, 2
32118071, Break, 0, 1, 1
32118082, Repair, -, 0, 2
32121416, Break, 1, 1, 1
32121433, Repair, -, 0, 2
32122072, Break, 1, 1, 1
32122085, Repair, -, 0, 2
32122197, Break, 1, 1, 1
32122217, Repair, -, 0, 2
32122366, Break, 0, 1, 1
32122384, Repair, -, 0, 2
32123673, Break, 1, 1, 1
32123689, Repair, -, 0, 2
32123829, Break, 2, 1, 1
32123845, Repair, -, 0, 2
32124119, Break, 1, 1, 1
32124131, Repair, -, 0, 2
32124576, Break, 0, 1, 1
32124589, Repair, -, 0, 2
32127751, Break, 1, 1, 1
32127769, Repair, -, 0, 2
32129179, Break, 2, 1, 1
32129198, Repair, -, 0, 2
32130738, Break, 0, 1, 1
32130753, Repair, -, 0, 2
32132062, Break, 1, 1, 1
32132073, Repair, -, 0, 2
32138055, Break, 2, 1, 1
32138066, Repair, -, 0, 2
32138192, Break, 2, 1, 1
32138207, Repair, -, 0, 2
32139173, Break, 2, 1, 1
32139186, Repair, -, 0, 2
32139227, Break, 1, 1, 1
32139240, Repair, -, 0, 2
32139520, Break, 2, 1, 1
32139538, Repair, -, 0, 2
32139627, Break, 1, 1, 1
32139638, Repair, -, 0, 2
32140781, Break, 0, 1, 1
32140796, Repair, -, 0, 2
32142485, Break, 0, 1, 1
32142503, Repair, -, 0, 2
32143103, Break, 1, 1, 1
32143121, Repair, -, 0, 2
32144505, Break, 1, 1, 1
32144520, Repair, -, 0, 2
32145123, Break, 0, 1, 1
32145134, Repair, -, 0, 2
32148964, Break, 1, 1, 1
32148981, Repair, -, 0, 2
32150275, Break, 1, 1, 1
32150292, Repair, -, 0, 2
32150991, Break, 0, 1, 1
32151011, Repair, -, 0, 2
32152526, Break, 2, 1, 1
32152544, Repair, -, 0, 2
32154591, Break, 0, 1, 1
32154604, Repair, -, 0, 2
32155614, Break, 0, 1, 1
32155627, Repair, -, 0, 2
32157775, Break, 2, 1, 1
32157791, Repair, -, 0, 2
32159209, Break, 1, 1, 1
32159224, Repair, -, 0, 2
32159235, Break, 1, 1, 1
32159254, Repair, -, 0, 2
32162138, Break, 2, 1, 1
32162157, Repair, -, 0, 2
32162777, Break, 2, 1, 1
32162789, Repair, -, 0, 2
32166585, Break, 0, 1, 1
32166600, Repair, -, 0, 2
32169122, Break, 1, 1, 1
32169142, Repair, -, 0, 2
32169213, Break, 1, 1, 1
32169229, Repair, -, 0, 2
32169576, Break, 2, 1, 1
32169591, Repair, -, 0, 2
32171402, Break, 0, 1, 1
32171420, Repair, -, 0, 2
32171622, Break, 1, 1, 1
32171636, Repair, -, 0, 2
32172070, Break, 1, 1, 1
32172084, Repair, -, 0, 2
32173077, Break, 0, 1, 1
32173091, Repair, -, 0, 2
32173696, Break, 2, 1, 1
32173708, Repair, -, 0, 2
32174653, Break, 1, 1, 1
32174669, Repair, -, 0, 2
32176047, Break, 2, 1, 1
32176059, Repair, -, 0, 2
32176392, Break, 1, 1, 1
32176412, Repair, -, 0, 2
32177608, Break, 1, 1, 1
32177620, Repair, -, 0, 2
32179696, Break, 0, 1, 1
32179713, Repair, -, 0, 2
32181185, Break, 1, 1, 1
32181204, Repair, -, 0, 2
32182329, Break, 2, 1, 1
32182349, Repair, -, 0, 2
32188235, Break, 1, 1, 1
32188248, Repair, -, 0, 2
32188414, Break, 0, 1, 1
32188434, Repair, -, 0, 2
32190817, Break, 1, 1, 1
32190834, Repair, -, 0, 2
32192454, Break, 0, 1, 1
32192465, Repair, -, 0, 2
32192613, Break, 0, 1, 1
32192628, Repair, -, 0, 2
32194795, Break, 0, 1, 1
32194806, Repair, -, 0, 2
32196719, Break, 1, 1, 1
32196739, Repair, -, 0, 2
32197403, Break, 1, 1, 1
32197421, Repair, -, 0, 2
32197423, Break, 2, 1, 1
32197438, Repair, -, 0, 2
32199383, Break, 2, 1, 1
32199403, Repair, -, 0, 2
32199968, Break, 0, 1, 1
32199982, Repair, -, 0, 2
32200073, Break, 2, 1, 1
32200088, Repair, -, 0, 2
32203730, Break, 1, 1, 1
32203750, Repair, -, 0, 2
32205096, Break, 1, 1, 1
32205109, Repair, -, 0, 2
32205827, Break, 0, 1, 1
32205844, Repair, -, 0, 2
32212409, Break, 1, 1, 1
32212422, Repair, -, 0, 2
32213356, Break, 1, 1, 1
32213374, Repair, -, 0, 2
32213718, Break, 0, 1, 1
32213738, Repair, -, 0, 2
32215701, Break, 1, 1, 1
32215719, Repair, -, 0, 2
32216430, Break, 1, 1, 1
32216450, Repair, -, 0, 2
32216793, Break, 1, 1, 1
32216812, Repair, -, 0, 2
32218439, Break, 2, 1, 1
32218456, Repair, -, 0, 2
32218925, Break, 1, 1, 1
32218943, Repair, -, 0, 2
32219130, Break, 1, 1, 1
32219145, Repair, -, 0, 2
32219632, Break, 2, 1, 1
32219651, Repair, -, 0, 2
32219937, Break, 1, 1, 1
32219950, Repair, -, 0, 2
32223950, Break, 1, 1, 1
32223963, Repair, -, 0, 2
32224233, Break, 2, 1, 1
32224250, Repair, -, 0, 2
32224564, Break, 0, 1, 1
32224581, Repair, -, 0, 2
32224901, Break, 0, 1, 1
32224912, Repair, -, 0, 2
32227592, Break, 2, 1, 1
32227609, Repair, -, 0, 2
32228139, Break, 0, 1, 1
32228153, Repair, -, 0, 2
32229524, Break, 0, 1, 1
32229537, Repair, -, 0, 2
32229938, Break, 0, 1, 1
32229951, Repair, -, 0, 2
32231983, Break, 1, 1, 1
32231997, Repair, -, 0, 2
32232367, Break, 2, 1, 1
32232386, Repair, -, 0, 2
32232843, Break, 2, 1, 1
32232856, Repair, -, 0, 2
32237141, Break, 1, 1, 1
32237153, Repair, -, 0, 2
32237311, Break, 1, 1, 1
32237328, Repair, -, 0, 2
32240762, Break, 2, 1, 1
32240779, Repair, -, 0, 2
32242127, Break, 1, 1, 1
32242142, Repair, -, 0, 2
32242454, Break, 1, 1, 1
32242470, Repair, -, 0, 2
32242600, Break, 2, 1, 1
32242616, Repair, -, 0, 2
32244698, Break, 1, 1, 1
32244713, Repair, -, 0, 2
32246949, Break, 1, 1, 1
32246968, Repair, -, 0, 2
32247361, Break, 0, 1, 1
32247373, Repair, -, 0, 2
32247823, Break, 2, 1, 1
32247834, Repair, -, 0, 2
32249345, Break, 0, 1, 1
32249359, Repair, -, 0, 2
32251495, Break, 2, 1, 1
32251511, Repair, -, 0, 2
32252301, Break, 2, 1, 1
32252313, Repair, -, 0, 2
32253483, Break, 2, 1, 1
32253496, Repair, -, 0, 2
32254326, Break, 0, 1, 1
32254345, Repair, -, 0, 2
32256779, Break, 2, 1, 1
32256792, Repair, -, 0, 2
32256906, Break, 2, 1, 1
32256925, Repair, -, 0, 2
32257056, Break, 1, 1, 1
32257070, Repair, -, 0, 2
32257862, Break, 0, 1, 1
32257880, Repair, -, 0, 2
32258170, Break, 1, 1, 1
32258182, Repair, -, 0, 2
32263646, Break, 1, 1, 1
32263665, Repair, -, 0, 2
32263772, Break, 2, 1, 1
32263787, Repair, -, 0, 2
32263945, Break, 0, 1, 1
32263960, Repair, -, 0, 2
32264103, Break, 0, 1, 1
32264117, Repair, -, 0, 2
32264284, Break, 1, 1, 1
32264296, Repair, -, 0, 2
32265563, Break, 1, 1, 1
32265576, Repair, -, 0, 2
32266183, Break, 1, 1, 1
32266194, Repair, -, 0, 2
32268679, Break, 0, 1, 1
32268682, Break, 1, 2, 0
32268690, Repair, -, 1, 1
32268704, Repair, -, 0, 2
32268819, Break, 0, 1, 1
32268832, Repair, -, 0, 2
32269420, Break, 0, 1, 1
32269439, Repair, -, 0, 2
32272409, Break, 0, 1, 1
32272429, Repair, -, 0, 2
32272566, Break, 2, 1, 1
32272586, Repair, -, 0, 2
32274900, Break, 1, 1, 1
32274918, Repair, -, 0, 2
32277862, Break, 0, 1, 1
32277877, Repair, -, 0, 2
32278446, Break, 2, 1, 1
32278464, Repair, -, 0, 2
32280310, Break, 0, 1, 1
32280321, Repair, -, 0, 2
32283206, Break, 1, 1, 1
32283217, Repair, -, 0, 2
32283338, Break, 0, 1, 1
32283356, Repair, -, 0, 2
32284168, Break, 2, 1, 1
32284187, Repair, -, 0, 2
32287636, Break, 1, 1, 1
32287648, Repair, -, 0, 2
32287959, Break, 2, 1, 1
32287973, Repair, -, 0, 2
32290555, Break, 2, 1, 1
32290567, Repair, -, 0, 2
32292409, Break, 0, 1, 1
32292429, Repair, -, 0, 2
32293271, Break, 2, 1, 1
32293282, Repair, -, 0, 2
32293294, Break, 0, 1, 1
32293310, Repair, -, 0, 2
32294136, Break, 2, 1, 1
32294151, Repair, -, 0, 2
32294789, Break, 0, 1, 1
32294805, Repair, -, 0, 2
32295160, Break, 2, 1, 1
32295177, Repair, -, 0, 2
32295557, Break, 2, 1, 1
32295571, Repair, -, 0, 2
32296735, Break, 0, 1, 1
32296752, Repair, -, 0, 2
32299269, Break, 2, 1, 1
32299282, Repair, -, 0, 2
32301599, Break, 2, 1, 1
32301611, Repair, -, 0, 2
32302562, Break, 0, 1, 1
32302577, Repair, -, 0, 2
32303258, Break, 1, 1, 1
32303273, Repair, -, 0, 2
32306066, Break, 0, 1, 1
